text/value/type,text/value/coordinates/0,text/value/coordinates/1,text/id,text/key
Point,-74.0687439,4.7395631,1012344647585234951,Thu Jun 28 14:39:07 +0000 2018
Point,-73.916667,3.816667,1012344653641932809,Thu Jun 28 14:39:08 +0000 2018
Point,-74.0794,4.5997,1012344656967946240,Thu Jun 28 14:39:09 +0000 2018
Point,-76.4813109,3.4637784,1012344709883232257,Thu Jun 28 14:39:21 +0000 2018
Point,-75.56903422,6.22555018,1012344770692374528,Thu Jun 28 14:39:36 +0000 2018
Point,-75.5751,6.2359,1012344784990633985,Thu Jun 28 14:39:39 +0000 2018
Point,-74.0794,4.5997,1012344827881533440,Thu Jun 28 14:39:50 +0000 2018
Point,-74.03438722,4.74054078,1012344968785121280,Thu Jun 28 14:40:23 +0000 2018
Point,-74.0794,4.5997,1012345032823726080,Thu Jun 28 14:40:38 +0000 2018
Point,-74.11475658,4.70083535,1012345251174993920,Thu Jun 28 14:41:31 +0000 2018
Point,-74.297333,4.570868,1012345352257601536,Thu Jun 28 14:41:55 +0000 2018
Point,-74.0794,4.5997,1012345441038602240,Thu Jun 28 14:42:16 +0000 2018
Point,-75.50260925,6.05719137,1012345445409058816,Thu Jun 28 14:42:17 +0000 2018
Point,-74.06545,4.68482,1012345597859454976,Thu Jun 28 14:42:53 +0000 2018
Point,-74.05315999,4.73782723,1012345835609378817,Thu Jun 28 14:43:50 +0000 2018
Point,-75.56250856,6.24448514,1012345951187623936,Thu Jun 28 14:44:17 +0000 2018
Point,-74.05547184,4.60548723,1012346155491966979,Thu Jun 28 14:45:06 +0000 2018
Point,-76.3024673,3.5267005,1012346359993782279,Thu Jun 28 14:45:55 +0000 2018
Point,-74.0794,4.5997,1012346405153697792,Thu Jun 28 14:46:06 +0000 2018
Point,-76.29688,3.91301,1012346443653435392,Thu Jun 28 14:46:15 +0000 2018
Point,-79.14065838,-0.25939315,1012346552550133760,Thu Jun 28 14:46:41 +0000 2018
Point,-74.0794,4.5997,1012346590743408647,Thu Jun 28 14:46:50 +0000 2018
Point,-74.0794,4.5997,1012346676382699520,Thu Jun 28 14:47:10 +0000 2018
Point,-76.54108286,3.44711061,1012346691675213827,Thu Jun 28 14:47:14 +0000 2018
Point,-74.0794,4.5997,1012346836789624832,Thu Jun 28 14:47:49 +0000 2018
Point,-74.0794,4.5997,1012346951667417089,Thu Jun 28 14:48:16 +0000 2018
Point,-74.0794,4.5997,1012347208295993345,Thu Jun 28 14:49:17 +0000 2018
Point,-74.082,4.60987,1012347251249827841,Thu Jun 28 14:49:27 +0000 2018
Point,-74.0794,4.5997,1012347280354095104,Thu Jun 28 14:49:34 +0000 2018
Point,-74.05383798,4.66785338,1012347323513438210,Thu Jun 28 14:49:45 +0000 2018
Point,-74.082,4.60987,1012347543852904448,Thu Jun 28 14:50:37 +0000 2018
Point,-74.0794,4.5997,1012347550840520704,Thu Jun 28 14:50:39 +0000 2018
Point,-74.0390248,4.8780893,1012347647540199424,Thu Jun 28 14:51:02 +0000 2018
Point,-74.0794,4.5997,1012347790834446336,Thu Jun 28 14:51:36 +0000 2018
Point,-74.06623471,4.65162567,1012348058691129345,Thu Jun 28 14:52:40 +0000 2018
Point,-75.58397875,6.21898546,1012348063103574017,Thu Jun 28 14:52:41 +0000 2018
Point,-75.59,6.24,1012348094292287488,Thu Jun 28 14:52:48 +0000 2018
Point,-74.0794,4.5997,1012348204858343424,Thu Jun 28 14:53:15 +0000 2018
Point,-74.0361152,4.7234977,1012348218372476928,Thu Jun 28 14:53:18 +0000 2018
Point,-75.5751,6.2359,1012348336685215744,Thu Jun 28 14:53:46 +0000 2018
Point,-74.0794,4.5997,1012348338941898752,Thu Jun 28 14:53:47 +0000 2018
Point,-74.0794,4.5997,1012348405467754497,Thu Jun 28 14:54:03 +0000 2018
Point,-76.5225,3.43722,1012348465546973185,Thu Jun 28 14:54:17 +0000 2018
Point,-74.0794,4.5997,1012348487114125312,Thu Jun 28 14:54:22 +0000 2018
Point,-76.5205273,3.3810353,1012348504625373184,Thu Jun 28 14:54:26 +0000 2018
Point,-74.08868666,4.60498241,1012348549781229568,Thu Jun 28 14:54:37 +0000 2018
Point,-74.0361152,4.7234977,1012348592567267330,Thu Jun 28 14:54:47 +0000 2018
Point,-73.36764381,5.53387206,1012348622074273792,Thu Jun 28 14:54:54 +0000 2018
Point,-74.0794,4.5997,1012348733080719360,Thu Jun 28 14:55:21 +0000 2018
Point,-74.06159709,4.64481705,1012348777888350209,Thu Jun 28 14:55:31 +0000 2018
Point,-75.5692345,6.2450146,1012348818518659076,Thu Jun 28 14:55:41 +0000 2018
Point,-74.06168491,4.64462313,1012349025549455360,Thu Jun 28 14:56:30 +0000 2018
Point,-74.06197071,4.64540196,1012349107132948480,Thu Jun 28 14:56:50 +0000 2018
Point,-74.20122835,4.5965473,1012349184698175489,Thu Jun 28 14:57:08 +0000 2018
Point,-74.92333,3.48139,1012349257188368384,Thu Jun 28 14:57:26 +0000 2018
Point,-74.082,4.60987,1012349363639681025,Thu Jun 28 14:57:51 +0000 2018
Point,-74.0361152,4.7234977,1012349437148975104,Thu Jun 28 14:58:09 +0000 2018
Point,-74.0794,4.5997,1012349468748939265,Thu Jun 28 14:58:16 +0000 2018
Point,-74.0794,4.5997,1012349579826692096,Thu Jun 28 14:58:43 +0000 2018
Point,-74.0794,4.5997,1012349581009530880,Thu Jun 28 14:58:43 +0000 2018
Point,-75.5751,6.2359,1012349583391887360,Thu Jun 28 14:58:43 +0000 2018
Point,-74.05402601,4.66738764,1012349628572950530,Thu Jun 28 14:58:54 +0000 2018
Point,-74.1061851,4.6514371,1012349669312212992,Thu Jun 28 14:59:04 +0000 2018
Point,-74.72249294,5.89949607,1012349680083259392,Thu Jun 28 14:59:06 +0000 2018
